;treatment_id;MC;sampling;species;phylum;cells_ml;mean_BioV;volume;sum;rel
85;Fluctuating_24;8;10;Alexandrium species;Myzoza;8,329862557;406,2514514;3384,018754;4599242,937;0,000735777
86;Fluctuating_24;8;10;Amphidinium crassum;Myzoza;8,329862557;906,6974521;7552,665157;4599242,937;0,001642154
87;Fluctuating_24;8;10;Chaetocerus species;Bacillariophyta;0;NA;NA;4599242,937;NA
88;Fluctuating_24;8;10;Ciliate indet.;Ciliophora;83,29862557;715,2981959;59583,35659;4599242,937;0,012955036
89;Fluctuating_24;8;10;Coscinodiscus indet.;Bacillariophyta;99,95835069;1037,948339;103751,6041;4599242,937;0,022558409
90;Fluctuating_24;8;10;Cryptomonas indet.;Cryptophyta;874,6355685;157,8915229;138097,5419;4599242,937;0,030026146
91;Fluctuating_24;8;10;Cylendrotheca closterium;Bacillariophyta;41,64931279;280,4420905;11680,22035;4599242,937;0,002539596
92;Fluctuating_24;8;10;Gymnodinium indet.;Myzoza;91,62848813;461,2547662;42264,07687;4599242,937;0,009189355
93;Fluctuating_24;8;10;Hemiselmis indet.;Cryptophyta;291,5451895;57,40959958;16737,49259;4599242,937;0,003639184
94;Fluctuating_24;8;10;Leptocylindricus danicus;Bacillariophyta;2498,958767;1544,292807;3859124,049;4599242,937;0,839078105
95;Fluctuating_24;8;10;Oblea rotunda;Myzoza;0;8760,556423;0;4599242,937;0
96;Fluctuating_24;8;10;Odontella auritia;Bacillariophyta;0;21960;0;4599242,937;0
97;Fluctuating_24;8;10;Peridiniella danica;Myzoza;8,329862557;8760,556423;72974,23092;4599242,937;0,015866575
98;Fluctuating_24;8;10;Phaeocystis indet.;Haptophyta;658,059142;7,213491369;4746,903941;4599242,937;0,001032106
99;Fluctuating_24;8;10;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;4599242,937;0
100;Fluctuating_24;8;10;Prorocentrum micans;Myzoza;0;17295,82289;0;4599242,937;0
101;Fluctuating_24;8;10;Prorocentrum minimum;Myzoza;58,3090379;2741,386476;159847,6079;4599242,937;0,0347552
102;Fluctuating_24;8;10;Prorocentrum triestinum;Myzoza;8,329862557;2504,725507;20864,01921;4599242,937;0,004536403
103;Fluctuating_24;8;10;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;4599242,937;NA
104;Fluctuating_24;8;10;Rhodomonas indet.;Cryptophyta;891,2952936;41,20012226;36721,47506;4599242,937;0,007984243
105;Fluctuating_24;8;10;Thalassiosira indet.;Bacillariophyta;41,64931279;1486,547343;61913,67527;4599242,937;0,01346171
106;Fluctuating_36;10;10;Alexandrium species;Myzoza;8,329862557;406,2514514;3384,018754;5462731,377;0,000619474
107;Fluctuating_36;10;10;Amphidinium crassum;Myzoza;16,65972511;906,6974521;15105,33031;5462731,377;0,002765161
108;Fluctuating_36;10;10;Chaetocerus species;Bacillariophyta;0;NA;NA;5462731,377;NA
109;Fluctuating_36;10;10;Ciliate indet.;Ciliophora;24,98958767;715,2981959;17875,00698;5462731,377;0,003272174
110;Fluctuating_36;10;10;Coscinodiscus indet.;Bacillariophyta;158,2673886;1037,948339;164273,3732;5462731,377;0,030071655
111;Fluctuating_36;10;10;Cryptomonas indet.;Cryptophyta;882,9654311;157,8915229;139412,7565;5462731,377;0,025520705
112;Fluctuating_36;10;10;Cylendrotheca closterium;Bacillariophyta;83,29862557;280,4420905;23360,44069;5462731,377;0,00427633
113;Fluctuating_36;10;10;Gymnodinium indet.;Myzoza;316,5347772;461,2547662;146003,1747;5462731,377;0,026727138
114;Fluctuating_36;10;10;Hemiselmis indet.;Cryptophyta;408,1632653;57,40959958;23432,48962;5462731,377;0,004289519
115;Fluctuating_36;10;10;Leptocylindricus danicus;Bacillariophyta;2365,680966;1544,292807;3653304,099;5462731,377;0,668768762
116;Fluctuating_36;10;10;Oblea rotunda;Myzoza;74,96876302;8760,556423;656768,0784;5462731,377;0,12022705
117;Fluctuating_36;10;10;Odontella auritia;Bacillariophyta;0;21960;0;5462731,377;0
118;Fluctuating_36;10;10;Peridiniella danica;Myzoza;0;8760,556423;0;5462731,377;0
119;Fluctuating_36;10;10;Phaeocystis indet.;Haptophyta;2415,660142;7,213491369;17425,34358;5462731,377;0,003189859
120;Fluctuating_36;10;10;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;5462731,377;0
121;Fluctuating_36;10;10;Prorocentrum micans;Myzoza;0;17295,82289;0;5462731,377;0
122;Fluctuating_36;10;10;Prorocentrum minimum;Myzoza;208,2465639;2741,386476;570884,3138;5462731,377;0,104505288
123;Fluctuating_36;10;10;Prorocentrum triestinum;Myzoza;8,329862557;2504,725507;20864,01921;5462731,377;0,003819338
124;Fluctuating_36;10;10;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;5462731,377;NA
125;Fluctuating_36;10;10;Rhodomonas indet.;Cryptophyta;258,2257393;41,20012226;10638,93203;5462731,377;0,001947548
126;Fluctuating_36;10;10;Thalassiosira indet.;Bacillariophyta;0;1486,547343;0;5462731,377;0
127;Fluctuating_12;12;10;Alexandrium species;Myzoza;20,82465639;406,2514514;8460,046884;5058375,531;0,001672483
128;Fluctuating_12;12;10;Amphidinium crassum;Myzoza;208,2465639;906,6974521;188816,6289;5058375,531;0,037327523
129;Fluctuating_12;12;10;Chaetocerus species;Bacillariophyta;0;NA;NA;5058375,531;NA
130;Fluctuating_12;12;10;Ciliate indet.;Ciliophora;20,82465639;715,2981959;14895,83915;5058375,531;0,002944787
131;Fluctuating_12;12;10;Coscinodiscus indet.;Bacillariophyta;41,64931279;1037,948339;43229,83505;5058375,531;0,008546189
132;Fluctuating_12;12;10;Cryptomonas indet.;Cryptophyta;603,9150354;157,8915229;95353,06461;5058375,531;0,018850531
133;Fluctuating_12;12;10;Cylendrotheca closterium;Bacillariophyta;104,123282;280,4420905;29200,55088;5058375,531;0,005772713
134;Fluctuating_12;12;10;Gymnodinium indet.;Myzoza;41,64931279;461,2547662;19210,94403;5058375,531;0,003797849
135;Fluctuating_12;12;10;Hemiselmis indet.;Cryptophyta;541,4410662;57,40959958;31083,91481;5058375,531;0,006145039
136;Fluctuating_12;12;10;Leptocylindricus danicus;Bacillariophyta;2769,6793;1544,292807;4277195,821;5058375,531;0,845567079
137;Fluctuating_12;12;10;Oblea rotunda;Myzoza;0;8760,556423;0;5058375,531;0
138;Fluctuating_12;12;10;Odontella auritia;Bacillariophyta;0;21960;0;5058375,531;0
139;Fluctuating_12;12;10;Peridiniella danica;Myzoza;20,82465639;8760,556423;182435,5773;5058375,531;0,036066041
140;Fluctuating_12;12;10;Phaeocystis indet.;Haptophyta;2103,290296;7,213491369;15172,0664;5058375,531;0,002999395
141;Fluctuating_12;12;10;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;5058375,531;0
142;Fluctuating_12;12;10;Prorocentrum micans;Myzoza;0;17295,82289;0;5058375,531;0
143;Fluctuating_12;12;10;Prorocentrum minimum;Myzoza;20,82465639;2741,386476;57088,43138;5058375,531;0,011285922
144;Fluctuating_12;12;10;Prorocentrum triestinum;Myzoza;0;2504,725507;0;5058375,531;0
145;Fluctuating_12;12;10;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;5058375,531;NA
146;Fluctuating_12;12;10;Rhodomonas indet.;Cryptophyta;832,9862557;41,20012226;34319,13557;5058375,531;0,006784616
147;Fluctuating_12;12;10;Thalassiosira indet.;Bacillariophyta;41,64931279;1486,547343;61913,67527;5058375,531;0,012239834
148;control;1;14;Alexandrium species;Myzoza;41,64931279;406,2514514;16920,09377;1513543,333;0,011179127
149;control;1;14;Amphidinium crassum;Myzoza;208,2465639;906,6974521;188816,6289;1513543,333;0,124751386
150;control;1;14;Chaetocerus species;Bacillariophyta;0;NA;NA;1513543,333;NA
151;control;1;14;Ciliate indet.;Ciliophora;69,41552131;715,2981959;49652,79716;1513543,333;0,032805666
152;control;1;14;Coscinodiscus indet.;Bacillariophyta;69,41552131;1037,948339;72049,72507;1513543,333;0,047603345
153;control;1;14;Cryptomonas indet.;Cryptophyta;2054,699431;157,8915229;324419,6222;1513543,333;0,214344456
154;control;1;14;Cylendrotheca closterium;Bacillariophyta;236,0127725;280,4420905;66187,91531;1513543,333;0,04373044
155;control;1;14;Gymnodinium indet.;Myzoza;222,1296682;461,2547662;102458,3682;1513543,333;0,067694374
156;control;1;14;Hemiselmis indet.;Cryptophyta;333,1945023;57,40959958;19128,56296;1513543,333;0,012638266
157;control;1;14;Leptocylindricus danicus;Bacillariophyta;194,3634597;1544,292807;300154,0927;1513543,333;0,19831219
158;control;1;14;Oblea rotunda;Myzoza;13,88310426;8760,556423;121623,7182;1513543,333;0,080356945
159;control;1;14;Odontella auritia;Bacillariophyta;0;21960;0;1513543,333;0
160;control;1;14;Peridiniella danica;Myzoza;0;8760,556423;0;1513543,333;0
161;control;1;14;Phaeocystis indet.;Haptophyta;3015,410246;7,213491369;21751,63578;1513543,333;0,014371333
162;control;1;14;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;1513543,333;0
163;control;1;14;Prorocentrum micans;Myzoza;0;17295,82289;0;1513543,333;0
164;control;1;14;Prorocentrum minimum;Myzoza;69,41552131;2741,386476;190294,7713;1513543,333;0,125727997
165;control;1;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;1513543,333;0
166;control;1;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;1513543,333;NA
167;control;1;14;Rhodomonas indet.;Cryptophyta;472,0255449;41,20012226;19447,51016;1513543,333;0,012848995
168;control;1;14;Thalassiosira indet.;Bacillariophyta;13,88310426;1486,547343;20637,89175;1513543,333;0,013635481
169;Fluctuating_6;5;14;Alexandrium species;Myzoza;0;406,2514514;0;5325296,517;0
170;Fluctuating_6;5;14;Amphidinium crassum;Myzoza;0;906,6974521;0;5325296,517;0
171;Fluctuating_6;5;14;Chaetocerus species;Bacillariophyta;13,88310426;NA;NA;5325296,517;NA
172;Fluctuating_6;5;14;Ciliate indet.;Ciliophora;138,8310426;715,2981959;99305,5943;5325296,517;0,0186479
173;Fluctuating_6;5;14;Coscinodiscus indet.;Bacillariophyta;55,53241705;1037,948339;57639,78006;5325296,517;0,010823769
174;Fluctuating_6;5;14;Cryptomonas indet.;Cryptophyta;985,7004026;157,8915229;155633,7376;5325296,517;0,029225366
175;Fluctuating_6;5;14;Cylendrotheca closterium;Bacillariophyta;111,0648341;280,4420905;31147,25426;5325296,517;0,005848924
176;Fluctuating_6;5;14;Gymnodinium indet.;Myzoza;27,76620852;461,2547662;12807,29602;5325296,517;0,002404992
177;Fluctuating_6;5;14;Hemiselmis indet.;Cryptophyta;249,8958767;57,40959958;14346,42222;5325296,517;0,002694014
178;Fluctuating_6;5;14;Leptocylindricus danicus;Bacillariophyta;3098,708871;1544,292807;4785313,82;5325296,517;0,898600445
179;Fluctuating_6;5;14;Oblea rotunda;Myzoza;0;8760,556423;0;5325296,517;0
180;Fluctuating_6;5;14;Odontella auritia;Bacillariophyta;0;21960;0;5325296,517;0
181;Fluctuating_6;5;14;Peridiniella danica;Myzoza;0;8760,556423;0;5325296,517;0
182;Fluctuating_6;5;14;Phaeocystis indet.;Haptophyta;1207,830071;7,213491369;8712,671792;5325296,517;0,001636091
183;Fluctuating_6;5;14;Pinnularia indet.;Bacillariophyta;0;14244,57697;0;5325296,517;0
184;Fluctuating_6;5;14;Prorocentrum micans;Myzoza;0;17295,82289;0;5325296,517;0
185;Fluctuating_6;5;14;Prorocentrum minimum;Myzoza;41,64931279;2741,386476;114176,8628;5325296,517;0,02144047
186;Fluctuating_6;5;14;Prorocentrum triestinum;Myzoza;13,88310426;2504,725507;34773,36535;5325296,517;0,006529846
187;Fluctuating_6;5;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;5325296,517;NA
188;Fluctuating_6;5;14;Rhodomonas indet.;Cryptophyta;277,6620852;41,20012226;11439,71186;5325296,517;0,002148183
189;Fluctuating_6;5;14;Thalassiosira indet.;Bacillariophyta;0;1486,547343;0;5325296,517;0
190;Fluctuating_24;9;14;Alexandrium species;Myzoza;0;406,2514514;0;3560690,814;0
191;Fluctuating_24;9;14;Amphidinium crassum;Myzoza;11,89980365;906,6974521;10789,52165;3560690,814;0,003030177
192;Fluctuating_24;9;14;Chaetocerus species;Bacillariophyta;0;NA;NA;3560690,814;NA
193;Fluctuating_24;9;14;Ciliate indet.;Ciliophora;107,0982329;715,2981959;76607,17277;3560690,814;0,021514694
194;Fluctuating_24;9;14;Coscinodiscus indet.;Bacillariophyta;118,9980365;1037,948339;123513,8144;3560690,814;0,03468816
195;Fluctuating_24;9;14;Cryptomonas indet.;Cryptophyta;594,9901827;157,8915229;93943,90603;3560690,814;0,026383618
196;Fluctuating_24;9;14;Cylendrotheca closterium;Bacillariophyta;273,695484;280,4420905;76755,7337;3560690,814;0,021556416
197;Fluctuating_24;9;14;Gymnodinium indet.;Myzoza;0;461,2547662;0;3560690,814;0
198;Fluctuating_24;9;14;Hemiselmis indet.;Cryptophyta;237,9960731;57,40959958;13663,25926;3560690,814;0,00383725
199;Fluctuating_24;9;14;Leptocylindricus danicus;Bacillariophyta;1665,972511;1544,292807;2572749,365;3560690,814;0,722542198
200;Fluctuating_24;9;14;Oblea rotunda;Myzoza;0;8760,556423;0;3560690,814;0
201;Fluctuating_24;9;14;Odontella auritia;Bacillariophyta;0;21960;0;3560690,814;0
202;Fluctuating_24;9;14;Peridiniella danica;Myzoza;0;8760,556423;0;3560690,814;0
203;Fluctuating_24;9;14;Phaeocystis indet.;Haptophyta;309,394895;7,213491369;2231,817405;3560690,814;0,000626793
204;Fluctuating_24;9;14;Pinnularia indet.;Bacillariophyta;35,69941096;14244,57697;508523,0072;3560690,814;0,142815828
205;Fluctuating_24;9;14;Prorocentrum micans;Myzoza;0;17295,82289;0;3560690,814;0
206;Fluctuating_24;9;14;Prorocentrum minimum;Myzoza;23,79960731;2741,386476;65243,9216;3560690,814;0,018323389
207;Fluctuating_24;9;14;Prorocentrum triestinum;Myzoza;0;2504,725507;0;3560690,814;0
208;Fluctuating_24;9;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;3560690,814;NA
209;Fluctuating_24;9;14;Rhodomonas indet.;Cryptophyta;404,5933242;41,20012226;16669,29442;3560690,814;0,004681478
210;Fluctuating_24;9;14;Thalassiosira indet.;Bacillariophyta;0;1486,547343;0;3560690,814;0
211;Fluctuating_12;11;14;Alexandrium species;Myzoza;0;406,2514514;0;3142897,795;0
212;Fluctuating_12;11;14;Amphidinium crassum;Myzoza;0;906,6974521;0;3142897,795;0
213;Fluctuating_12;11;14;Chaetocerus species;Bacillariophyta;0;NA;NA;3142897,795;NA
214;Fluctuating_12;11;14;Ciliate indet.;Ciliophora;53,74104876;715,2981959;38440,87522;3142897,795;0,012231029
215;Fluctuating_12;11;14;Coscinodiscus indet.;Bacillariophyta;40,30578657;1037,948339;41835,32424;3142897,795;0,013311067
216;Fluctuating_12;11;14;Cryptomonas indet.;Cryptophyta;1894,371969;157,8915229;299105,275;3142897,795;0,095168629
217;Fluctuating_12;11;14;Cylendrotheca closterium;Bacillariophyta;147,7878841;280,4420905;41445,94317;3142897,795;0,013187175
218;Fluctuating_12;11;14;Gymnodinium indet.;Myzoza;26,87052438;461,2547662;12394,15744;3142897,795;0,003943545
219;Fluctuating_12;11;14;Hemiselmis indet.;Cryptophyta;174,6584085;57,40959958;10027,06929;3142897,795;0,00319039
220;Fluctuating_12;11;14;Leptocylindricus danicus;Bacillariophyta;1491,314103;1544,292807;2303025,642;3142897,795;0,732771408
221;Fluctuating_12;11;14;Oblea rotunda;Myzoza;0;8760,556423;0;3142897,795;0
222;Fluctuating_12;11;14;Odontella auritia;Bacillariophyta;13,43526219;21960;295038,3577;3142897,795;0,093874627
223;Fluctuating_12;11;14;Peridiniella danica;Myzoza;0;8760,556423;0;3142897,795;0
224;Fluctuating_12;11;14;Phaeocystis indet.;Haptophyta;1222,608859;7,213491369;8819,278452;3142897,795;0,002806098
225;Fluctuating_12;11;14;Prorocentrum micans;Myzoza;0;17295,82289;0;3142897,795;0
226;Fluctuating_12;11;14;Prorocentrum minimum;Myzoza;0;2741,386476;0;3142897,795;0
227;Fluctuating_12;11;14;Prorocentrum triestinum;Myzoza;26,87052438;2504,725507;67303,28779;3142897,795;0,021414405
228;Fluctuating_12;11;14;Rhizosolemia indet.;Bacillariophyta;0;NA;NA;3142897,795;NA
229;Fluctuating_12;11;14;Rhodomonas indet.;Cryptophyta;618,0220607;41,20012226;25462,58446;3142897,795;0,008101627
230;Fluctuating_12;11;14;Thalassiosira indet.;Bacillariophyta;0;1486,547343;0;3142897,795;0
231;Fluctuating_6;3;14;Alexandrium species;Myzoza;27,76620852;406,2514514;11280,06251;7068417,911;0,00159584
232;Fluctuating_6;3;14;Amphidinium crassum;Myzoza;41,64931279;906,6974521;37763,32579;7068417,911;0,005342543
233;Fluctuating_6;3;14;Chaetocerus species;Bacillariophyta;0;NA;NA;7068417,911;NA
234;Fluctuating_6;3;14;Ciliate indet.;Ciliophora;27,76620852;715,2981959;19861,11886;7068417,911;0,002809839
235;Fluctuating_6;3;14;Coscinodiscus indet.;Bacillariophyta;83,29862557;1037,948339;86459,67008;7068417,911;0,012231828
236;Fluctuating_6;3;14;Cryptomonas indet.;Cryptophyta;860,7524643;157,8915229;135905,5174;7068417,911;0,019227148
237;Fluctuating_6;3;14;Cylendrotheca closterium;Bacillariophyta;41,64931279;280,4420905;11680,22035;7068417,911;0,001652452
238;Fluctuating_6;3;14;Gymnodinium indet.;Myzoza;402,6100236;461,2547662;185705,7923;7068417,911;0,026272611
239;Fluctuating_6;3;14;Hemiselmis indet.;Cryptophyta;541,4410662;57,40959958;31083,91481;7068417,911;0,004397577
240;Fluctuating_6;3;14;Leptocylindricus danicus;Bacillariophyta;3852,561433;1544,292807;5949482,909;7068417,911;0,841699371
241;Fluctuating_6;3;14;Oblea rotunda;Myzoza;0;8760,556423;0;7068417,911;0
242;Fluctuating_6;3;14;Odontella auritia;Bacillariophyta;13,88310426;21960;304872,9695;7068417,911;0,043131713
243;Fluctuating_6;3;14;Peridiniella danica;Myzoza;13,88310426;8760,556423;121623,7182;7068417,911;0,017206639
